Sample_pk,State,Year,Month,Day,Site,Commo_code,Source_ID,Variety,Origin,Country_Code,Distrib_Type,Commo_Type,Claim,Quantity,Growst_Stcode,Packer_Stcode,Distrib_Stcode
323,NY,22,8,9,268,BB, ,Na,2,260,D,FR,NC,,,,PA
324,NY,22,8,9,278,BB,P,Na,1,,R,FR,NC,,,,FL
325,NY,22,8,9,289,BB, ,Na,1,,T,FR,NC,,,,OR
326,NY,22,8,9,299,BB, ,Unknown,2,260,H,FR,NC,,,,CA
327,NY,22,8,9,303,BB, ,Na,2,260,L,FR,NC,,,,CA
328,NY,22,8,9,304,BB,P,Na,1,,R,FR,NC,,,,FL
329,NY,22,9,13,6,BB, ,Na,2,720,D,FR,NC,,,,CA
330,NY,22,9,13,15,BB, ,Na,2,720,D,FR,NC,,,,
331,NY,22,9,13,71,BB, ,Unknown,2,720,D,FR,NC,,,,
332,NY,22,9,13,124,BB, ,Unknown,2,720,D,FR,NC,,,,
333,NY,22,9,13,135,BB,P,Na,2,720,R,FR,PO,,,NJ,
334,NY,22,9,13,142,BB, ,Na,2,720,T,FR,NC,,,,CA
335,NY,22,9,13,254,BB,P,Na,1,,R,FR,NC,,,,MI
336,NY,22,9,13,267,BB,P,N/A,1,,R,FR,NC,,,,CA
337,OH,22,1,3,100,BB, ,Na,2,720,D,FR,NC,,,,WA
338,OH,22,1,3,107,BB, ,Na,2,720,D,FR,NC,,,,FL
339,OH,22,1,3,113,BB, ,Na,2,720,D,FR,NC,,,,CA
340,OH,22,1,3,422,BB, ,Na,2,720,L,FR,NC,,,,CA
341,OH,22,1,3,426,BB, ,Na,2,720,L,FR,NC,,,,
342,OH,22,1,3,452,BB, ,Na,2,720,R,FR,NC,,,,
343,OH,22,2,7,100,BB, ,Na,2,275,D,FR,NC,,,,WA
344,OH,22,2,7,113,BB,A,Na,2,720,D,FR,NC,,,,CA
345,OH,22,2,7,113,BB,B,Na,2,595,D,FR,PO,,,,CA
346,OH,22,2,7,207,BB, ,Na,2,595,D,FR,NC,,,,CA
347,OH,22,2,7,212,BB, ,Duke,2,275,R,FR,NC,,,,
348,OH,22,2,7,440,BB, ,Na,2,275,T,FR,NC,,,,MI
349,OH,22,3,7,100,BB, ,Na,2,275,D,FR,NC,,,,
350,OH,22,3,7,107,BB, ,Na,2,275,D,FR,NC,,,,FL
351,OH,22,3,7,113,BB, ,Na,2,720,D,FR,NC,,,,CA
352,OH,22,3,7,207,BB, ,Unknown,1,,D,FR,NC,,,,CA
353,OH,22,3,7,212,BB, ,Na,2,595,D,FR,NC,,,,MI
354,OH,22,3,7,440,BB, ,Na,1,,T,FR,NC,,,,CA
355,OH,22,4,4,100,BB, ,Na,2,720,D,FR,NC,,,,
356,OH,22,4,4,107,BB, ,Na,1,,D,FR,PO,,,,FL
357,OH,22,4,4,113,BB, ,Na,1,,D,FR,NC,,,,CA
358,OH,22,5,2,419,BB,P,Na,1,,R,FR,NC,,,,CA
359,OH,22,5,2,422,BB,P,Na,1,,R,FR,NC,,,,FL
360,OH,22,5,2,452,BB,P,Na,1,,R,FR,NC,,,,CA
361,OH,22,7,5,207,BB,P,Na; P90-Sample held 196 Days.,2,595,R,FR,PO,,,,
362,OH,22,7,5,212,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,NJ,NJ,NJ
363,OH,22,7,5,411,BB,P,Na; P90-Sample held 196 Days.,1,,R,FR,NC,,,,FL
364,OH,22,7,5,419,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,NJ
365,OH,22,7,5,422,BB, ,Na; P90-Sample held 196 Days.,1,,L,FR,NC,,,,CA
366,OH,22,7,5,440,BB, ,Na; P90-Sample held 196 Days.,1,,T,FR,NC,,,,CA
367,OH,22,8,1,100,BB, ,Na,2,260,D,FR,NC,,,,
368,OH,22,8,1,107,BB, ,Na,1,,D,FR,NC,,NJ,,NJ
369,OH,22,8,1,113,BB, ,Na,1,,D,FR,NC,,NJ,,NJ
370,OH,22,8,1,422,BB, ,Na,1,,L,FR,NC,,,,NJ
371,OH,22,8,1,426,BB, ,Na,1,,L,FR,NC,,,,MI
372,OH,22,8,1,452,BB, ,Na,1,,R,FR,NC,,,,MI
373,OH,22,9,6,207,BB, ,N/A,2,595,D,FR,NC,,,,CA
374,OH,22,9,6,212,BB, ,Na,2,260,D,FR,NC,,,,MI
375,OH,22,9,6,440,BB, ,N/A,2,260,T,FR,NC,,,,
376,TX,22,1,10,20,BB, ,Blueberries,2,595,D,FR,NC,,,,FL
377,TX,22,1,10,103,BB, ,Blueberries,2,595,D,FR,NC,,,,CA
378,TX,22,1,10,105,BB, ,Blueberries,2,595,D,FR,NC,,,,WA
379,TX,22,1,10,201,BB, ,Blueberries,2,595,D,FR,NC,,,,CA
380,TX,22,1,10,216,BB, ,Blueberries,2,720,D,FR,NC,,,,CA
381,TX,22,1,10,300,BB, ,Bluetes,2,275,D,FR,PO,,,,CA
382,TX,22,1,10,406,BB, ,Blueberries,2,595,D,FR,NC,,,,
383,TX,22,1,10,419,BB, ,Blueberries,2,595,D,FR,NC,,,,
384,TX,22,2,14,20,BB,P,N/A,2,595,R,FR,NC,,,,CA
385,TX,22,2,14,103,BB, ,N/A,2,275,D,FR,NC,,,,CA
386,TX,22,2,14,105,BB, ,Bleuets,2,595,D,FR,NC,,,,
387,TX,22,2,14,201,BB, ,Na,2,275,D,FR,NC,,,,FL
388,TX,22,2,14,216,BB, ,Blueberries,2,720,D,FR,NC,,,,
389,TX,22,2,14,221,BB, ,Blueberries,2,595,D,FR,NC,,,,CA
390,TX,22,2,14,300,BB, ,Brigitta,2,275,D,FR,NC,,,,CA
391,TX,22,2,14,406,BB, ,Na,2,595,D,FR,NC,,,,
392,TX,22,3,14,20,BB, ,N/A,2,595,D,FR,NC,,,,FL
393,TX,22,3,14,103,BB, ,Jumbo Blue,2,595,D,FR,NC,,,,
394,TX,22,3,14,105,BB, ,Bleuets,2,595,D,FR,NC,,,,
395,TX,22,3,14,201,BB, ,Na,2,275,D,FR,NC,,,,CA
396,TX,22,3,14,216,BB, ,Na,2,720,D,FR,NC,,,,CA
397,TX,22,3,14,300,BB, ,N/A,2,595,D,FR,NC,,,,TX
398,TX,22,3,14,406,BB, ,Jumbo,1,,D,FR,NC,,,,MI
399,TX,22,3,14,419,BB, ,Blueberries,2,595,D,FR,NC,,,,TX
400,TX,22,4,11,20,BB, ,Blueberries,2,595,D,FR,NC,,,CA,CA
401,TX,22,4,11,103,BB, ,N/A,2,595,D,FR,NC,,,,CA
402,TX,22,4,11,105,BB,P,Bleuete,2,595,R,FR,NC,,,,TX
403,TX,22,4,11,201,BB, ,Na,2,595,D,FR,NC,,,,FL
404,TX,22,4,11,216,BB, ,Blueberries,2,595,D,FR,NC,,,,CA
405,TX,22,4,11,221,BB, ,Blueberry,2,595,D,FR,NC,,,,CA
406,TX,22,4,11,300,BB, ,Blue Bell 3,2,595,D,FR,NC,,,,
407,TX,22,4,11,406,BB, ,Na,1,,D,FR,NC,,,,CA
408,TX,22,5,9,20,BB, ,Blueberries; P90-Sample held 161 Days.,1,,D,FR,NC,,,,FL
409,TX,22,5,9,103,BB, ,N/A; P90-Sample held 161 Days.,2,595,D,FR,NC,,,,CA
410,TX,22,5,9,105,BB, ,N/A; P90-Sample held 161 Days.,2,595,D,FR,NC,,,,
411,TX,22,5,9,201,BB, ,Na; P90-Sample held 161 Days.,1,,D,FR,NC,,,,CA
412,TX,22,5,9,216,BB, ,Na; P90-Sample held 161 Days.,2,595,D,FR,NC,,,,CA
413,TX,22,5,9,300,BB, ,Blueberries; P90-Sample held 161 Days.,2,595,D,FR,NC,,,,CA
414,TX,22,5,9,406,BB, ,Na; P90-Sample held 161 Days.,1,,D,FR,NC,,,,CA
415,TX,22,5,9,419,BB, ,Beauty Blueberries; P90-Sample held 161 Days.,1,,D,FR,NC,,,,TX
416,TX,22,6,13,20,BB, ,Blueberries; P90-Sample held 210 Days.,1,,D,FR,NC,,TX,TX,
417,TX,22,6,13,40,BB, ,Na; P90-Sample held 210 Days.,1,,D,FR,NC,,FL,FL,FL
418,TX,22,6,13,103,BB, ,N/A; P90-Sample held 210 Days.,1,,D,FR,NC,,,,CA
419,TX,22,6,13,201,BB, ,Blueberries; P90-Sample held 210 Days.,1,,D,FR,NC,,,,CA
420,TX,22,6,13,216,BB, ,Blueberries Bleuets; P90-Sample held 210 Days.,1,,D,FR,NC,,,,CA
421,TX,22,6,13,406,BB, ,Na; P90-Sample held 210 Days.,2,720,D,FR,NC,,,,OH
422,TX,22,6,20,221,BB, ,Blueberries; P90-Sample held 203 Days.,1,,D,FR,NC,,,CA,TX
423,TX,22,7,11,20,BB, ,Blueberries; P90-Sample held 198 Days.,1,,D,FR,NC,,,,TX
424,TX,22,7,11,40,BB, ,Na; P90-Sample held 198 Days.,1,,D,FR,NC,,,,CA
425,TX,22,7,11,103,BB, ,Na; P90-Sample held 198 Days.,2,595,D,FR,PO,,,,CA
426,TX,22,7,11,201,BB, ,Na; P90-Sample held 198 Days.,1,,D,FR,NC,,,,CA
427,TX,22,7,11,216,BB, ,Na; P90-Sample held 198 Days.,1,,D,FR,NC,,,,CA
428,TX,22,7,11,406,BB, ,Na; P90-Sample held 198 Days.,1,,D,FR,NC,,,,FL
429,TX,22,7,11,419,BB, ,Blueberries; P90-Sample held 198 Days.,1,,D,FR,NC,,,,NJ
430,TX,22,8,8,20,BB, ,Blueberries,2,260,D,FR,NC,,,,FL
431,TX,22,8,8,40,BB, ,Na,2,260,D,FR,NC,,,,
432,TX,22,8,8,103,BB, ,N/A,1,,D,FR,NC,,,CA,
433,TX,22,8,8,105,BB, ,N/A,1,,D,FR,NC,,,,CA
434,TX,22,8,8,201,BB, ,Na,2,260,D,FR,NC,,,,FL
435,TX,22,8,8,216,BB, ,Blueberries,1,,D,FR,NC,,,CA,TX
436,TX,22,8,8,221,BB, ,Na,2,260,D,FR,NC,,,,TX
437,TX,22,8,8,419,BB, ,Blueberries,1,,D,FR,NC,,,,CA
438,TX,22,8,22,20,BB, ,Blueberries,2,260,D,FR,NC,,,,CA
439,TX,22,9,12,20,BB, ,Blueberries,2,260,D,FR,NC,,,,CA
440,TX,22,9,12,103,BB, ,N/A,2,260,D,FR,NC,,,,CA
441,TX,22,9,12,105,BB, ,Blueberry,1,,D,FR,NC,,,,
442,TX,22,9,12,201,BB, ,Na,2,720,D,FR,NC,,,,CA
443,TX,22,9,12,216,BB, ,Blueberries,1,,D,FR,NC,,,,CA
444,TX,22,9,12,221,BB, ,Blueberries,2,595,D,FR,NC,,,CA,TX
445,TX,22,9,12,300,BB, ,N/A,1,,D,FR,NC,,,,CA
446,TX,22,9,12,406,BB, ,Jumbo,2,720,D,FR,NC,,,,
447,WA,22,1,3,2,BB, ,Na,2,720,D,FR,NC,,,,CA
448,WA,22,1,3,8,BB, ,Na,2,720,D,FR,NC,,,,
449,WA,22,1,3,10,BB, ,Na,2,720,D,FR,NC,,,,CA
450,WA,22,1,3,33,BB, ,N/A,2,720,D,FR,NC,,,,
451,WA,22,2,7,8,BB, ,Na,2,275,D,FR,NC,,,,CA
452,WA,22,2,7,19,BB, ,Na,2,275,D,FR,NC,,,,CA
453,WA,22,2,7,38,BB,P,Na,2,595,R,FR,NC,,,,CA
454,WA,22,2,7,40,BB, ,Na,2,720,H,FR,NC,,,,FL
455,WA,22,3,7,2,BB, ,Na,2,720,D,FR,NC,,,,CA
456,WA,22,3,7,4,BB, ,Na,2,595,D,FR,NC,,,,FL
457,WA,22,3,7,8,BB, ,Na,2,595,D,FR,NC,,,,
458,WA,22,3,7,33,BB, ,N/A,2,720,D,FR,NC,,,,
459,WA,22,4,4,2,BB, ,Blue Bell 3,2,595,D,FR,NC,,,,CA
460,WA,22,4,4,4,BB, ,Na,2,595,D,FR,NC,,,,FL
461,WA,22,4,4,8,BB, ,Na,2,595,D,FR,NC,,,,
462,WA,22,4,4,33,BB, ,N/A,2,720,D,FR,NC,,,,
463,WA,22,5,2,2,BB, ,Blue Bell 2,2,595,D,FR,NC,,,,CA
464,WA,22,5,2,11,BB, ,Na,2,595,D,FR,NC,,,,TX
465,WA,22,5,2,31,BB, ,Na,2,595,D,FR,NC,,,,CA
466,WA,22,5,2,33,BB, ,Na,2,595,D,FR,NC,,,,CA
467,WA,22,6,6,4,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,NC
468,WA,22,6,6,8,BB, ,Na; P90-Sample held 196 Days.,2,595,D,FR,NC,,,,
469,WA,22,6,6,30,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,CA
470,WA,22,6,6,37,BB, ,Na; P90-Sample held 196 Days.,2,595,D,FR,NC,,,,CA
471,WA,22,7,5,2,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,CA
472,WA,22,7,5,4,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,OR,OR,WA
473,WA,22,7,5,8,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,OR
474,WA,22,7,5,30,BB, ,Na; P90-Sample held 196 Days.,1,,D,FR,NC,,,,WA
475,WA,22,8,1,2,BB, ,Na,1,,D,FR,PO,,WA,,
476,WA,22,8,1,4,BB, ,Na,1,,D,FR,NC,,,OR,
477,WA,22,8,1,8,BB, ,Na,1,,D,FR,NC,,,,CA
478,WA,22,8,1,31,BB, ,Na,1,,D,FR,NC,,,,WA
479,WA,22,9,6,4,BB, ,Na,2,720,D,FR,NC,,,,CA
480,WA,22,9,6,8,BB, ,Na,1,,D,FR,NC,,,,OR
481,WA,22,9,6,23,BB, ,Na,1,,D,FR,PO,,WA,,
482,WA,22,9,6,30,BB, ,Na,1,,D,FR,NC,,,,WA
483,CA,22,1,10,4,BU,A,Salted,1,,R,RE,NC,1,,,
484,CA,22,1,10,4,BU,B,N/A,1,,R,RE,NC,1,,,
485,CA,22,1,10,513,BU, ,N/A,1,,R,RE,NC,1,,,CA
486,CA,22,1,10,532,BU, ,Salted Butter,1,,R,RE,NC,1,,,OR
487,CA,22,1,10,545,BU, ,Sweet Cream Butter,1,,R,RE,PO,1,,,CA
488,CA,22,1,10,546,BU, ,Unsalted,1,,R,RE,NC,1,,,CA
489,CA,22,1,10,552,BU, ,N/A,1,,R,RE,NC,2,,,VT
490,CA,22,1,10,554,BU, ,Salted,1,,R,RE,NC,1,,,NH
491,CA,22,1,10,569,BU,P,Na,1,,R,RE,NC,1,,,CA
492,CA,22,1,10,570,BU, ,Na,1,,R,RE,NC,1,,,CA
493,CA,22,1,10,614,BU,P,Na,1,,R,RE,NC,1,,,MN
494,CA,22,1,10,616,BU,P,Na,1,,R,RE,NC,1,,,CA
495,CA,22,1,10,642,BU, ,Unsalted,1,,R,RE,NC,2,,,TX
496,CA,22,2,14,1,BU,P,Salted,1,,R,RE,NC,1,,,MN
497,CA,22,2,14,151,BU, ,Salted,1,,D,RE,NC,1,,,CA
498,CA,22,2,14,273,BU, ,Unsalted,2,470,D,RE,NC,2,,,IL
499,CA,22,2,14,404,BU, ,Na,1,,D,RE,NC,1,,,TX
500,CA,22,2,14,450,BU, ,Unsalted,1,,R,RE,NC,1,,,WA
501,CA,22,2,14,484,BU, ,Salted,1,,R,RE,NC,1,,,TX
502,CA,22,2,14,547,BU, ,Salted,1,,R,RE,NC,1,,,CA
503,CA,22,2,14,561,BU, ,Salted,2,660,D,RE,NC,2,,,CA
504,CA,22,2,14,564,BU,A,Natural Butter,1,,D,RE,NC,1,,,WA
505,CA,22,2,14,564,BU,B,Sweet Butter,1,,D,RE,NC,1,,,ID
506,CA,22,2,14,620,BU, ,Na,1,,R,RE,NC,1,,,AR
507,CA,22,2,14,625,BU,P,Unsalted,2,470,R,RE,NC,2,,IL,
508,CA,22,2,14,673,BU, ,Unsalted,1,,R,RE,NC,1,,,MN
509,CA,22,3,14,1,BU,P,Salted,1,,R,RE,NC,1,,,MN
510,CA,22,3,14,409,BU,A,Salted,1,,H,RE,NC,1,,,WA
511,CA,22,3,14,409,BU,B,Na,1,,H,RE,NC,1,,,WA
512,CA,22,3,14,486,BU,A,N/A,1,,R,RE,NC,1,,,CA
513,CA,22,3,14,486,BU,B,N/A,1,,R,RE,NC,1,,,OR
514,CA,22,3,14,496,BU, ,N/A,1,,R,RE,NC,1,,,OH
515,CA,22,3,14,542,BU,P,Sweet Cream Salted,1,,R,RE,NC,1,,,CA
516,CA,22,3,14,566,BU,P,Sweet Cream Salted,1,,R,RE,NC,1,,,CA
517,CA,22,3,14,617,BU, ,Na,1,,H,RE,NC,1,,,CA
518,CA,22,3,14,621,BU, ,Na,1,,R,RE,NC,1,,,MN
519,CA,22,3,14,627,BU, ,Salted,1,,R,RE,NC,1,,,AZ
520,CA,22,3,14,645,BU, ,Salted,1,,R,RE,PO,1,,,CA
521,CA,22,3,14,646,BU, ,Salted,1,,R,RE,NC,1,,,CA
522,CA,22,4,11,151,BU, ,Salted,1,,D,RE,NC,1,,,CA
523,CA,22,4,11,273,BU,P,Unsalted,1,,R,RE,NC,2,,,CA
524,CA,22,4,11,484,BU, ,Na,1,,R,RE,PO,1,,,WI
525,CA,22,4,11,515,BU, ,N/A,1,,R,RE,NC,2,,,CA
526,CA,22,4,11,530,BU, ,Na,1,,R,RE,NC,1,,,CA
527,CA,22,4,11,545,BU, ,N/A,1,,R,RE,NC,2,,,CA
528,CA,22,4,11,547,BU, ,Na,1,,R,RE,NC,1,,,MN
529,CA,22,4,11,607,BU, ,N/A,2,350,H,RE,NC,3,,,
530,CA,22,4,11,613,BU,P,Unsalted,1,,R,RE,NC,1,,,CA
531,CA,22,4,11,629,BU,A,Salted,1,,D,RE,NC,1,,,CA
532,CA,22,4,11,629,BU,B,Salted,1,,D,RE,NC,1,,,CA
533,CA,22,4,11,645,BU, ,Cultured Salted,2,350,R,RE,NC,2,,,CA
534,CA,22,4,11,660,BU,P,N/A,1,,R,RE,NC,1,,,OR
535,CA,22,5,9,4,BU,P,N/A,1,,R,RE,NC,1,,,MN
536,CA,22,5,9,406,BU, ,Na,1,,D,RE,PO,1,,,OH
537,CA,22,5,9,484,BU,A,Unsalted,1,,R,RE,NC,1,,,CA
538,CA,22,5,9,484,BU,B,Salted,1,,R,RE,NC,1,,,TX
539,CA,22,5,9,547,BU, ,Na,2,470,R,RE,NC,2,,,
540,CA,22,5,9,554,BU, ,N/A,1,,R,RE,NC,1,,,NH
541,CA,22,5,9,564,BU,A,Unsalted,1,,D,RE,NC,1,,,ID
542,CA,22,5,9,564,BU,B,Salted,1,,D,RE,NC,1,,,OR
543,CA,22,5,9,605,BU, ,N/A,1,,H,RE,NC,2,,,CA
544,CA,22,5,9,606,BU, ,Unsalted,2,340,H,RE,NC,2,,,NJ
545,CA,22,5,9,620,BU, ,Na,1,,R,RE,NC,1,,,AR
546,CA,22,5,9,627,BU,U,Unsalted,1,,R,RE,PO,1,,,CA
547,CA,22,5,9,638,BU,V,Unsalted,1,,R,RE,NC,1,,,MN
548,CA,22,6,13,1,BU,P,N/A,1,,R,RE,PO,1,,,CA
549,CA,22,6,13,516,BU, ,Salted,1,,R,RE,NC,1,,,CA
550,CA,22,6,13,540,BU, ,Salted Irish Butter,1,,R,RE,NC,1,,,IL
551,CA,22,6,13,547,BU, ,Unsalted,1,,R,RE,NC,1,,,CA
552,CA,22,6,13,553,BU,P,N/A,1,,R,RE,NC,1,,,WA
553,CA,22,6,13,569,BU,P,Unsalted,1,,R,RE,NC,1,,,CA
554,CA,22,6,13,570,BU, ,"Cultured, Salted Butter",2,350,R,RE,NC,2,,,CA
555,CA,22,6,13,617,BU,A,Na,1,,H,RE,NC,1,,,MN
556,CA,22,6,13,617,BU,B,Na,1,,H,RE,NC,1,,,CA
557,CA,22,6,13,629,BU,P,Salted,1,,R,RE,NC,1,,,
558,CA,22,6,13,675,BU,P,Salted,1,,R,RE,NC,1,,,CA
559,CA,22,7,11,4,BU,P,N/A,1,,R,RE,NC,1,,,CA
560,CA,22,7,11,151,BU, ,Salted Butter,1,,D,RE,NC,1,,,CA
561,CA,22,7,11,513,BU, ,Unsalted,1,,R,RE,NC,1,,,MN
562,CA,22,7,11,532,BU, ,Salted,1,,R,RE,NC,1,,,CA
563,CA,22,7,11,546,BU,A,Unsalted Extra Creamy,1,,R,RE,NC,1,,,OR
564,CA,22,7,11,546,BU,B,Unsalted Sweet Cream,1,,R,RE,NC,1,,CA,
565,CA,22,7,11,552,BU,A,Salted,1,,R,RE,NC,1,,,MN
566,CA,22,7,11,552,BU,B,Salted,1,,R,RE,NC,1,,,MT
567,CA,22,7,11,553,BU, ,Salted,1,,R,RE,NC,1,,,WA
568,CA,22,7,11,608,BU, ,Grass-Fed Butter,2,660,H,RE,NC,1,,,WA
569,CA,22,7,11,617,BU,P,Na,1,,R,RE,NC,1,,,OR
570,CA,22,7,11,621,BU,U,Na,1,,R,RE,NC,1,,,MN
571,CA,22,7,11,621,BU,V,Na,1,,R,RE,NC,1,,,CA
572,CA,22,7,11,630,BU, ,N/A,1,,R,RE,NC,1,,,WA
573,CA,22,7,11,637,BU, ,Unsalted,1,,R,RE,NC,1,,,CA
574,CA,22,8,8,1,BU,P,Salted,1,,R,RE,NC,1,,,MN
575,CA,22,8,8,490,BU,A,Unsalted,1,,R,RE,NC,1,,,CA
576,CA,22,8,8,490,BU,B,Salted,1,,R,RE,NC,1,,,CA
577,CA,22,8,8,551,BU, ,Unsalted,1,,R,RE,NC,2,,,TX
578,CA,22,8,8,554,BU, ,Salted,1,,R,RE,NC,1,,,CA
579,CA,22,8,8,556,BU, ,Salted,1,,R,RE,NC,1,,,CA
580,CA,22,8,8,569,BU,P,Na,1,,R,RE,NC,1,,,CA
581,CA,22,8,8,570,BU, ,Na,1,,R,RE,NC,1,,,CA
582,CA,22,8,8,571,BU, ,Na,1,,R,RE,NC,1,,,CA
583,CA,22,8,8,599,BU, ,Salted,1,,H,RE,NC,1,,,CA
584,CA,22,8,8,627,BU,P,N/A,1,,R,RE,NC,1,,,AZ
585,CA,22,8,8,657,BU, ,Salted,1,,D,RE,NC,1,,,IL
586,CA,22,8,8,673,BU, ,N/A,1,,R,RE,NC,1,,,CA
587,CA,22,9,12,300,BU, ,N/A,1,,H,RE,NC,1,,,WI
588,CA,22,9,12,449,BU, ,Unsalted,1,,R,RE,NC,1,,,MN
589,CA,22,9,12,553,BU,P,N/A,1,,R,RE,NC,1,,,WI
590,CA,22,9,12,554,BU, ,N/A,1,,R,RE,NC,1,,,NH
591,CA,22,9,12,564,BU, ,N/A,1,,D,RE,NC,2,,,WA
592,CA,22,9,12,614,BU,V,Na,1,,R,RE,NC,1,,,MN
593,CA,22,9,12,616,BU,U,Na,1,,R,RE,NC,1,,,MN
594,CA,22,9,12,626,BU, ,Unsalted,1,,R,RE,NC,1,,,AZ
595,CA,22,9,12,642,BU, ,N/A,1,,R,RE,PO,1,,,CA
596,CA,22,9,12,646,BU, ,N/A,1,,R,RE,NC,1,,,CA
597,CA,22,9,12,656,BU,P,"Unsalted, Pure Irish Butter",2,470,R,RE,NC,2,,,IL
598,CA,22,9,12,660,BU,P,"Unsalted, Pure Irish Butter",2,470,R,RE,NC,2,,,IL
599,CA,22,9,12,673,BU, ,N/A,1,,R,RE,NC,1,,,CA
600,CO,22,1,10,9,BU, ,Na,1,,R,RE,NC,1,,,CA
601,CO,22,1,10,17,BU, ,Unsalted,1,,D,RE,NC,1,,,WI
602,CO,22,2,7,7,BU, ,Na,1,,R,RE,NC,1,,,OR
603,CO,22,2,7,9,BU, ,Unsalted,1,,D,RE,PO,1,,,CA
604,CO,22,3,7,7,BU, ,Na,1,,D,RE,NC,1,,,OH
605,CO,22,3,7,10,BU, ,Na,1,,D,RE,NC,1,,,AZ
606,CO,22,4,4,6,BU, ,Na,1,,D,RE,NC,1,,,IL
607,CO,22,4,4,7,BU, ,Na,1,,D,RE,NC,1,,,OH
608,CO,22,5,2,9,BU, ,Na,1,,D,RE,PO,1,,,CA
609,CO,22,5,2,10,BU, ,Na,1,,D,RE,NC,1,,,CO
610,CO,22,6,6,7,BU, ,Yellow Salted,1,,D,RE,NC,1,,,OH
611,CO,22,6,6,8,BU, ,Na,1,,D,RE,NC,1,,,TX
612,CO,22,7,5,6,BU, ,Na,1,,D,RE,NC,1,,,IL
613,CO,22,7,5,10,BU, ,Na,1,,D,RE,NC,1,,,AZ
614,CO,22,8,1,9,BU, ,Na,1,,D,RE,NC,1,,,CA
615,CO,22,8,1,10,BU, ,Na,1,,D,RE,NC,1,,,AZ
616,CO,22,9,6,7,BU, ,Na,1,,D,RE,NC,1,,,CA
617,CO,22,9,6,10,BU, ,Na,1,,D,RE,NC,1,,,CA
618,FL,22,1,3,40,BU, ,Unsalted,1,,H,RE,NC,1,,,TX
619,FL,22,1,3,55,BU,P,Na,1,,R,RE,NC,1,,,MN
620,FL,22,1,3,75,BU, ,Salted,1,,L,RE,NC,1,,,NY
621,FL,22,1,3,79,BU,P,Unsalted Butter,1,,R,RE,PO,1,,,WI
622,FL,22,1,3,84,BU,P,Unsalted,3,,R,RE,NC,1,,,
623,FL,22,1,4,92,BU, ,Salted,1,,L,RE,NC,1,,,NY
624,FL,22,1,4,92,BU,P,Unsalted,1,,R,RE,NC,1,,,NY
625,FL,22,2,7,7,BU,P,Salted,1,,R,RE,NC,1,,,MT
626,FL,22,2,7,29,BU, ,Salted,1,,D,RE,NC,1,,,MN
627,FL,22,2,7,38,BU,P,Unsalted,1,,R,RE,NC,1,,,KS
628,FL,22,2,7,68,BU, ,Unsalted,1,,H,RE,NC,1,,,FL
629,FL,22,2,7,79,BU,P,Na,1,,R,RE,NC,1,,,FL
630,FL,22,2,7,84,BU,A,Salted,1,,L,RE,NC,1,,,NY
631,FL,22,2,7,84,BU,B,Na,1,,L,RE,NC,1,,,
632,FL,22,3,7,40,BU, ,Unsalted,1,,H,RE,NC,1,,,TX
633,FL,22,3,7,41,BU,P,Salted Butter,1,,R,RE,NC,1,,,MN
634,FL,22,3,7,57,BU,P,Salted,1,,R,RE,NC,1,,,CA
635,FL,22,3,7,65,BU, ,Salted,1,,H,RE,NC,1,,,IL
636,FL,22,3,7,79,BU,P,Na,1,,R,RE,NC,1,,,FL
637,FL,22,3,7,85,BU,P,Salted,2,340,R,RE,NC,2,,,
638,FL,22,3,7,86,BU,P,Unsalted,2,470,R,RE,NC,2,,,
639,FL,22,4,4,40,BU, ,Unsalted,1,,H,RE,NC,1,,,TX
640,FL,22,4,4,66,BU, ,Na,1,,D,RE,NC,1,,,AR
641,FL,22,4,4,75,BU, ,Unsalted European Style Butter,1,,L,RE,NC,1,,,NY
642,FL,22,4,4,79,BU,P,Na,1,,R,RE,NC,1,,,CA
643,FL,22,4,4,84,BU,P,Unsalted,1,,R,RE,NC,1,,,VT
644,FL,22,4,4,92,BU,A,Salted,1,,L,RE,NC,1,,,
645,FL,22,4,4,92,BU,B,N/A,1,,L,RE,NC,1,,,NY
646,FL,22,5,2,7,BU,P,Salted,1,,R,RE,NC,2,,,NH
647,FL,22,5,2,49,BU,P,Na,1,,R,RE,NC,1,,,MN
648,FL,22,5,2,68,BU, ,Na,1,,H,RE,NC,1,,,FL
649,FL,22,5,2,75,BU, ,Salted,1,,L,RE,NC,1,,,NY
650,FL,22,5,2,79,BU,P,Na,1,,R,RE,NC,1,,MN,
651,FL,22,5,2,83,BU,P,Unsalted,1,,R,RE,NC,2,,,
652,FL,22,5,2,88,BU, ,Na,1,,L,RE,NC,1,,,NY
653,FL,22,6,6,41,BU,P,Na,1,,R,RE,NC,1,,,MN
654,FL,22,6,6,60,BU,P,Unsalted,1,,R,RE,PO,1,,,TX
655,FL,22,6,6,79,BU,P,Unsalted,1,,R,RE,NC,1,,,TN
