PesticideCode,CommCode,EPA_TV,conc_units
675,TO,NT,M
678,CE,NT,M
678,CR,NT,M
678,GB,NT,M
678,HZ,NT,M
678,IG,NT,M
678,IH,NT,M
678,PB,NT,M
678,PC,NT,M
678,PO,NT,M
678,SS,NT,M
678,TO,NT,M
679,BB,NT,M
679,BU,0.2,M
679,BZ,NT,M
679,CE,0.03,M
679,CO,0.03,M
679,CR,0.03,M
679,GB,1.0,M
679,GR,1.0,M
679,HZ,2.0,M
679,IG,1.0,M
679,IH,2.0,M
679,IP,NT,M
679,IS,0.03,M
679,MU,NT,M
679,PB,NT,M
679,PC,2.0,M
679,PE,NT,M
679,PO,0.03,M
679,PU,2.0,M
679,SS,0.20,M
679,SY,0.25,M
679,TO,0.30,M
679,WM,0.20,M
681,GB,NT,M
681,IG,NT,M
681,IH,NT,M
681,PB,NT,M
681,SS,NT,M
682,GB,NT,M
682,IG,NT,M
682,IH,NT,M
682,PB,NT,M
682,SS,NT,M
699,CR,NT,M
699,GB,NT,M
699,GR,1.0,M
699,IG,NT,M
699,IH,1.0,M
699,PB,NT,M
699,PE,0.50,M
699,SS,NT,M
700,GB,NT,M
700,IG,NT,M
700,IH,NT,M
700,PB,NT,M
700,SS,NT,M
701,CO,0.5,M
701,CR,NT,M
701,GB,NT,M
701,IG,NT,M
701,IH,NT,M
701,PB,0.1,M
701,PO,NT,M
701,SS,NT,M
701,SY,2.0,M
701,TO,NT,M
701,WM,NT,M
702,GB,NT,M
702,IG,NT,M
702,IH,NT,M
702,PB,NT,M
702,SS,NT,M
706,BB,NT,M
706,BU,NT,M
706,BZ,NT,M
706,CR,NT,M
706,GB,0.75,M
706,IG,0.75,M
706,IH,NT,M
706,IP,NT,M
706,IS,NT,M
706,MU,NT,M
706,PB,NT,M
706,PO,NT,M
706,PU,NT,M
706,SS,NT,M
706,TO,NT,M
707,GB,NT,M
707,IG,NT,M
707,IH,NT,M
707,PB,NT,M
707,SS,NT,M
708,GB,NT,M
708,IG,NT,M
708,IH,NT,M
708,PB,NT,M
708,SS,NT,M
713,BB,NT,M
713,BU,0.01,M
713,BZ,NT,M
713,CE,NT,M
713,CO,0.05,M
713,CR,NT,M
713,GB,NT,M
713,HZ,0.05,M
713,IG,NT,M
713,IH,0.05,M
713,IP,0.05,M
713,IS,NT,M
713,MU,NT,M
713,PB,NT,M
713,PC,0.05,M
713,PO,NT,M
713,PU,0.05,M
713,SS,NT,M
713,SY,0.05,M
713,TO,NT,M
714,CR,0.5,M
714,GB,1.0,M
714,IG,1.0,M
714,IH,3.0,M
714,PB,0.05,M
714,PO,0.05,M
714,SS,0.5,M
714,TO,0.5,M
717,GB,NT,M
717,IH,NT,M
717,PB,0.02,M
717,SS,NT,M
717,SY,0.05,M
717,WM,NT,M
718,GB,NT,M
718,IH,NT,M
718,PB,NT,M
718,SS,NT,M
719,BB,NT,M
719,BU,NT,M
719,BZ,NT,M
719,CE,NT,M
719,CR,NT,M
719,GB,0.05,M
719,HZ,NT,M
719,IG,0.05,M
719,IH,NT,M
719,IP,NT,M
719,IS,0.05,M
719,MU,NT,M
719,PB,NT,M
719,PC,NT,M
719,PO,NT,M
719,PU,NT,M
719,SS,0.1,M
719,SY,0.05,M
719,TO,NT,M
719,WM,0.05,M
720,BB,0.2,M
720,BU,0.1,M
720,BZ,0.2,M
720,CE,NT,M
720,CR,NT,M
720,GB,NT,M
720,GR,0.1,M
720,HZ,0.1,M
720,IG,NT,M
720,IH,0.1,M
720,IP,0.1,M
720,IS,NT,M
720,MU,NT,M
720,PB,0.05,M
720,PC,0.1,M
720,PE,0.1,M
720,PO,NT,M
720,PU,0.1,M
720,SS,NT,M
720,SY,0.1,M
720,TO,NT,M
721,BB,NT,M
721,BU,NT,M
721,BZ,NT,M
721,CR,NT,M
721,GB,0.05,M
721,IG,0.05,M
721,IH,NT,M
721,IP,NT,M
721,IS,NT,M
721,MU,NT,M
721,PB,0.05,M
721,PO,0.05,M
721,PU,NT,M
721,SS,0.05,M
721,SY,0.05,M
721,TO,NT,M
721,WM,0.05,M
722,CE,NT,M
722,CO,NT,M
722,CR,NT,M
722,GB,NT,M
722,HZ,NT,M
722,IG,NT,M
722,IH,NT,M
722,PB,NT,M
722,PC,NT,M
722,PO,NT,M
722,SS,NT,M
722,SY,NT,M
722,TO,0.15,M
722,WM,NT,M
723,CE,NT,M
723,CR,NT,M
723,GB,NT,M
723,GR,NT,M
723,HZ,0.40,M
723,IG,NT,M
723,IH,0.40,M
723,PB,NT,M
723,PC,0.40,M
723,PE,0.50,M
723,PO,NT,M
723,SS,NT,M
723,TO,NT,M
725,CO,0.1,M
725,IG,NT,M
725,IH,NT,M
725,PB,NT,M
725,PO,0.6,M
725,SS,NT,M
725,TO,NT,M
725,WM,NT,M
726,BB,NT,M
726,BU,0.05,M
726,BZ,NT,M
726,GB,NT,M
726,IG,NT,M
726,IH,NT,M
726,IP,NT,M
726,IS,NT,M
726,MU,NT,M
726,PB,NT,M
726,PU,NT,M
726,SS,NT,M
726,TO,NT,M
728,GB,NT,M
728,IG,NT,M
728,IH,NT,M
728,PB,NT,M
728,SS,NT,M
735,GB,NT,M
735,IG,NT,M
735,IH,NT,M
735,PB,NT,M
735,SS,NT,M
736,BB,0.1,M
736,BU,0.05,M
736,BZ,0.1,M
736,CE,0.1,M
736,CO,0.1,M
736,CR,0.1,M
736,GB,0.1,M
736,GR,0.1,M
736,HZ,0.1,M
736,IG,0.1,M
736,IH,0.1,M
736,IP,0.1,M
736,IS,0.1,M
736,MU,NT,M
736,PB,NT,M
736,PC,0.1,M
736,PE,0.1,M
736,PO,0.1,M
736,PU,0.1,M
736,SS,0.1,M
736,SY,0.1,M
736,TO,0.1,M
736,WM,0.1,M
737,BB,0.05,M
737,BZ,0.05,M
737,CE,NT,M
737,CR,NT,M
737,GR,0.05,M
737,HZ,0.05,M
737,IH,0.05,M
737,IS,NT,M
737,PC,0.05,M
737,PE,0.05,M
737,PO,NT,M
737,PU,0.05,M
737,TO,NT,M
738,GB,NT,M
738,IG,NT,M
738,IH,NT,M
738,PB,NT,M
738,SS,NT,M
740,BB,NT,M
740,BZ,NT,M
740,CR,0.10,M
740,IH,NT,M
740,IS,NT,M
740,PO,NT,M
740,PU,NT,M
740,SS,0.15,M
740,TO,0.10,M
740,WM,0.15,M
745,BU,NT,M
745,CE,NT,M
745,CR,NT,M
745,GB,NT,M
745,GR,0.1,M
745,HZ,NT,M
745,IG,NT,M
745,IH,NT,M
745,IP,NT,M
745,MU,NT,M
745,PB,NT,M
745,PC,NT,M
745,PE,NT,M
745,PO,NT,M
745,SS,NT,M
745,TO,NT,M
746,BU,NT,M
746,CE,NT,M
746,CR,NT,M
746,GB,NT,M
746,GR,0.1,M
746,HZ,NT,M
746,IG,NT,M
746,IH,NT,M
746,IP,NT,M
746,MU,NT,M
746,PB,NT,M
746,PC,NT,M
746,PE,NT,M
746,PO,NT,M
746,SS,NT,M
746,TO,NT,M
749,GB,NT,M
749,IG,NT,M
749,IH,NT,M
749,PB,NT,M
749,SS,NT,M
750,GB,0.25,M
750,IG,0.25,M
750,IH,0.1,M
750,PB,NT,M
750,SS,NT,M
750,SY,0.05,M
750,WM,NT,M
752,CR,NT,M
752,IH,NT,M
752,PO,NT,M
752,SS,NT,M
752,TO,NT,M
752,WM,NT,M
758,CR,NT,M
758,IH,NT,M
758,PO,NT,M
758,SS,NT,M
758,TO,NT,M
758,WM,NT,M
763,IG,NT,M
763,IH,NT,M
768,GB,NT,M
768,IG,NT,M
768,IH,NT,M
768,PB,NT,M
768,SS,NT,M
769,BB,NT,M
769,BZ,NT,M
769,CE,NT,M
769,CR,NT,M
769,GB,NT,M
769,GR,NT,M
769,HZ,NT,M
769,IG,NT,M
769,IH,NT,M
769,IS,NT,M
769,PB,NT,M
769,PC,NT,M
769,PE,NT,M
769,PO,NT,M
769,PU,NT,M
769,SS,NT,M
769,SY,NT,M
769,TO,NT,M
772,BB,0.1,M
772,BU,0.25,M
772,BZ,0.1,M
772,CE,0.1,M
772,CR,0.1,M
772,GB,0.1,M
772,GR,0.1,M
772,HZ,0.1,M
772,IG,0.1,M
772,IH,0.1,M
772,IP,0.1,M
772,IS,0.1,M
772,MU,0.1,M
772,PB,0.2,M
772,PC,0.1,M
772,PE,0.1,M
772,PO,0.1,M
772,PU,0.1,M
772,SS,0.1,M
772,SY,0.3,M
772,TO,0.1,M
772,WM,0.1,M
773,PO,0.05,M
773,TO,NT,M
777,GB,NT,M
777,IG,NT,M
777,IH,NT,M
777,PB,0.05,M
777,SS,NT,M
777,SY,0.05,M
778,GB,NT,M
778,IG,NT,M
778,IH,NT,M
778,PB,NT,M
778,SS,NT,M
779,BB,NT,M
779,BZ,NT,M
779,CR,NT,M
779,GB,NT,M
779,IG,NT,M
779,IH,NT,M
779,IS,NT,M
779,PB,NT,M
779,PO,NT,M
779,PU,NT,M
779,SS,NT,M
779,TO,NT,M
780,BU,0.8,M
780,CR,NT,M
780,GB,NT,M
780,IG,NT,M
780,IH,NT,M
780,IP,NT,M
780,MU,NT,M
780,PB,NT,M
780,PO,NT,M
780,SS,NT,M
780,TO,NT,M
781,BB,0.05,M
781,BU,5.0,M
781,BZ,0.05,M
781,CE,6.0,M
781,CO,0.05,M
781,CR,0.20,M
781,GB,0.05,M
781,GR,1.0,M
781,HZ,0.3,M
781,IG,0.05,M
781,IH,0.3,M
781,IP,0.5,M
781,IS,0.05,M
781,MU,0.05,M
781,PB,0.01,M
781,PC,0.3,M
781,PE,0.5,M
781,PO,0.05,M
781,PU,0.3,M
781,SS,0.1,M
781,SY,0.03,M
781,TO,0.5,M
781,WM,0.1,M
783,CR,NT,M
783,GB,NT,M
783,IG,NT,M
783,IH,NT,M
783,PB,NT,M
783,PO,NT,M
783,SS,NT,M
783,TO,NT,M
786,CR,NT,M
786,IH,NT,M
786,PO,NT,M
786,SS,NT,M
786,TO,NT,M
786,WM,NT,M
787,GB,NT,M
787,IG,NT,M
787,IH,NT,M
787,PB,NT,M
787,SS,NT,M
789,GB,NT,M
789,IG,NT,M
789,IH,NT,M
789,PB,NT,M
791,IH,NT,M
791,SS,NT,M
791,WM,NT,M
793,CR,NT,M
793,GB,NT,M
793,IG,NT,M
793,IH,NT,M
793,PB,NT,M
793,PO,NT,M
793,SS,NT,M
793,TO,NT,M
793,WM,NT,M
794,GB,NT,M
794,IG,NT,M
794,IH,NT,M
794,PB,NT,M
794,SS,NT,M
797,CO,0.02,M
800,GB,NT,M
800,IG,NT,M
800,IH,NT,M
800,PB,NT,M
800,SS,NT,M
804,GB,NT,M
804,IG,NT,M
804,IH,NT,M
804,PB,NT,M
804,SS,NT,M
806,GB,NT,M
806,IG,NT,M
806,IH,NT,M
806,PB,NT,M
806,SS,NT,M
807,BB,NT,M
807,BU,0.02,M
807,BZ,NT,M
807,CO,0.05,M
807,CR,NT,M
807,GB,NT,M
807,IG,NT,M
807,IH,NT,M
807,IP,NT,M
807,IS,NT,M
807,MU,NT,M
807,PB,0.20,M
807,PO,0.05,M
807,PU,NT,M
807,SS,NT,M
807,TO,NT,M
807,WM,NT,M
808,BB,3.0,M
808,BU,2.0,M
808,BZ,3.0,M
808,CE,NT,M
808,CR,NT,M
808,GB,NT,M
808,GR,5.0,M
808,HZ,1.4,M
808,IG,NT,M
808,IH,1.4,M
808,IP,5.0,M
808,IS,NT,M
808,MU,NT,M
808,PB,0.01,M
808,PC,1.4,M
808,PE,5.0,M
808,PO,NT,M
808,PU,1.4,M
808,SS,0.5,M
808,TO,1.0,M
808,WM,0.5,M
811,CR,NT,M
811,GB,NT,M
811,IG,NT,M
811,IH,NT,M
811,PB,NT,M
811,PO,NT,M
811,SS,NT,M
811,TO,NT,M
814,CR,NT,M
814,PO,NT,M
814,TO,NT,M
816,CE,NT,M
816,HZ,NT,M
816,PC,NT,M
833,CE,NT,M
833,GB,NT,M
833,HZ,NT,M
833,IG,NT,M
833,IH,NT,M
833,PB,NT,M
833,PC,NT,M
833,SS,NT,M
836,GB,NT,M
836,IG,NT,M
836,IH,NT,M
836,PB,NT,M
836,SS,NT,M
837,CE,NT,M
837,GB,NT,M
837,HZ,NT,M
837,IG,NT,M
837,IH,NT,M
837,PB,NT,M
837,PC,NT,M
837,SS,NT,M
839,GB,NT,M
839,IG,NT,M
839,IH,NT,M
839,PB,NT,M
839,SS,NT,M
840,GB,NT,M
840,IG,NT,M
840,IH,NT,M
840,PB,NT,M
840,SS,NT,M
841,GB,NT,M
841,IG,NT,M
841,IH,NT,M
841,PB,NT,M
841,SS,NT,M
843,GB,NT,M
843,IG,NT,M
843,IH,NT,M
843,PB,NT,M
843,SS,NT,M
844,GB,NT,M
844,IG,NT,M
844,IH,NT,M
844,PB,NT,M
844,SS,NT,M
845,GB,NT,M
845,IG,NT,M
845,IH,NT,M
845,PB,NT,M
845,SS,NT,M
848,BB,0.01,M
848,BU,0.01,M
848,BZ,0.01,M
848,CE,0.01,M
848,CO,0.01,M
848,CR,0.01,M
848,GB,0.01,M
848,GR,0.01,M
848,HZ,0.01,M
848,IG,0.01,M
848,IH,0.01,M
848,IP,0.01,M
848,IS,0.01,M
848,MU,0.01,M
848,PB,0.01,M
848,PC,0.01,M
848,PE,0.01,M
848,PO,0.01,M
848,PU,0.01,M
848,SS,0.01,M
848,TO,0.01,M
848,WM,0.01,M
850,CE,NT,M
850,GB,NT,M
850,HZ,NT,M
850,IG,NT,M
850,IH,NT,M
850,PB,NT,M
850,PC,NT,M
850,SS,NT,M
855,CE,NT,M
855,GB,NT,M
855,HZ,NT,M
855,IG,NT,M
855,IH,NT,M
855,PB,NT,M
855,PC,NT,M
855,SS,NT,M
856,GB,NT,M
856,IG,NT,M
856,IH,NT,M
856,PB,NT,M
856,SS,NT,M
857,CE,NT,M
857,CR,NT,M
857,HZ,NT,M
857,PC,NT,M
857,PO,NT,M
857,TO,NT,M
858,BU,NT,M
858,CE,NT,M
858,GB,NT,M
858,HZ,NT,M
858,IG,NT,M
858,IH,NT,M
858,IP,NT,M
858,MU,NT,M
858,PB,NT,M
858,PC,NT,M
858,SS,NT,M
858,TO,NT,M
859,CE,NT,M
859,HZ,NT,M
859,PC,NT,M
860,GB,NT,M
860,IG,NT,M
860,IH,NT,M
860,PB,NT,M
860,SS,NT,M
862,GB,NT,M
862,IG,NT,M
862,IH,NT,M
862,PB,NT,M
862,SS,NT,M
867,GB,NT,M
867,IG,NT,M
867,IH,NT,M
867,PB,NT,M
867,SS,NT,M
869,GB,NT,M
869,IG,NT,M
869,IH,NT,M
869,PB,NT,M
869,SS,NT,M
872,CE,NT,M
872,CR,NT,M
872,GB,NT,M
872,HZ,NT,M
872,IG,NT,M
872,IH,NT,M
872,PB,NT,M
872,PC,NT,M
872,PO,NT,M
872,SS,NT,M
872,TO,NT,M
873,CE,NT,M
873,CR,NT,M
873,GB,NT,M
873,HZ,NT,M
873,IG,NT,M
873,IH,NT,M
873,PB,NT,M
873,PC,NT,M
873,PO,NT,M
873,SS,NT,M
873,TO,NT,M
877,BB,NT,M
877,BZ,NT,M
877,CE,6.0,M
877,CR,NT,M
877,GB,NT,M
877,GR,0.10,M
877,HZ,NT,M
877,IG,NT,M
877,IH,NT,M
877,IS,NT,M
877,PB,NT,M
877,PC,NT,M
877,PE,NT,M
877,PO,0.05,M
877,PU,NT,M
877,SS,0.05,M
877,TO,0.2,M
877,WM,0.05,M
879,GB,NT,M
879,IG,NT,M
879,IH,NT,M
879,PB,NT,M
879,SS,NT,M
886,BB,NT,M
886,BZ,NT,M
886,CE,NT,M
886,GB,NT,M
886,HZ,NT,M
886,IG,NT,M
886,IH,NT,M
886,IS,NT,M
886,PB,NT,M
886,PC,NT,M
886,PO,NT,M
886,PU,NT,M
886,SS,NT,M
886,TO,NT,M
889,GB,NT,M
889,IG,NT,M
889,IH,NT,M
889,PB,NT,M
889,SS,NT,M
890,GB,NT,M
890,IG,NT,M
890,IH,NT,M
890,PB,NT,M
890,SS,NT,M
892,GB,NT,M
892,IG,NT,M
892,IH,NT,M
892,PB,NT,M
892,SS,NT,M
900,BB,0.3,M
900,BU,2.0,M
900,BZ,0.3,M
900,CE,8.0,M
900,CR,0.2,M
900,GB,2.0,M
900,GR,NT,M
900,HZ,2.0,M
900,IG,2.0,M
900,IH,2.0,M
900,IP,2.0,M
900,IS,0.15,M
900,MU,NT,M
900,PB,NT,M
900,PC,2.0,M
900,PE,2.0,M
900,PO,0.2,M
900,PU,2.0,M
900,SS,1.0,M
900,TO,1.0,M
900,WM,1.0,M
901,BB,0.3,M
901,BU,2.0,M
901,BZ,0.3,M
901,CE,8.0,M
901,CR,0.2,M
901,GB,2.0,M
901,GR,NT,M
901,HZ,2.0,M
901,IG,2.0,M
901,IH,2.0,M
901,IP,2.0,M
901,IS,0.15,M
901,MU,NT,M
901,PB,NT,M
901,PC,2.0,M
901,PE,2.0,M
901,PO,0.2,M
901,PU,2.0,M
901,SS,1.0,M
901,TO,1.0,M
901,WM,1.0,M
902,BB,0.3,M
902,BU,2.0,M
902,BZ,0.3,M
902,CE,8.0,M
902,CR,0.2,M
902,GB,2.0,M
902,GR,NT,M
902,HZ,2.0,M
902,IG,2.0,M
902,IH,2.0,M
902,IP,2.0,M
902,IS,0.15,M
902,MU,NT,M
902,PB,NT,M
902,PC,2.0,M
902,PE,2.0,M
902,PO,0.2,M
902,PU,2.0,M
902,SS,1.0,M
902,TO,1.0,M
902,WM,1.0,M
903,BB,0.05,M
903,BU,0.3,M
903,BZ,0.05,M
903,CE,0.05,M
903,CR,0.3,M
903,GB,0.05,M
903,GR,0.05,M
903,HZ,0.05,M
903,IG,0.05,M
903,IH,0.05,M
903,IP,0.05,M
903,IS,0.05,M
903,MU,NT,M
903,PB,NT,M
903,PC,0.05,M
903,PE,0.05,M
903,PO,0.05,M
903,PU,0.05,M
903,SS,0.05,M
903,SY,NT,M
903,TO,0.05,M
903,WM,0.05,M
904,BB,0.05,M
904,BZ,0.05,M
904,CE,0.05,M
904,GB,0.05,M
904,GR,0.05,M
904,HZ,0.05,M
904,IG,0.05,M
904,IH,0.05,M
904,IS,0.05,M
904,PB,NT,M
904,PC,0.05,M
904,PE,0.05,M
904,PU,0.05,M
904,SS,0.05,M
904,SY,NT,M
904,WM,0.05,M
905,CR,0.3,M
905,GB,0.05,M
905,IG,0.05,M
905,IH,0.05,M
905,PB,NT,M
905,PO,0.05,M
905,SS,0.05,M
905,TO,0.05,M
906,BB,0.1,M
906,BU,1.25,M
906,BZ,0.1,M
906,CE,0.5,M
906,CO,0.5,M
906,CR,3.0,M
906,GB,0.2,M
906,GR,0.05,M
906,HZ,0.2,M
906,IG,0.2,M
906,IH,0.2,M
906,IP,0.1,M
906,IS,1.0,M
906,MU,0.5,M
906,PB,0.2,M
906,PC,0.2,M
906,PE,0.1,M
906,PO,1.0,M
906,PU,0.2,M
906,SS,0.1,M
906,SY,0.2,M
906,TO,0.05,M
907,BU,1.25,M
907,GB,0.2,M
907,GR,0.05,M
907,IG,0.2,M
907,IH,0.2,M
907,IP,0.1,M
907,MU,0.5,M
907,PB,0.2,M
907,PE,0.1,M
907,SS,0.1,M
907,TO,0.05,M
908,BB,0.1,M
908,BU,1.25,M
908,BZ,0.1,M
908,CE,0.5,M
908,CO,0.5,M
908,CR,3.0,M
908,HZ,0.2,M
908,IH,0.2,M
908,IP,0.1,M
908,IS,1.0,M
908,MU,0.5,M
908,PC,0.2,M
908,PO,1.0,M
908,PU,0.2,M
908,SS,0.1,M
908,TO,0.05,M
908,WM,0.1,M
909,BB,0.1,M
909,BU,1.25,M
909,BZ,0.1,M
909,CO,0.5,M
909,GB,0.2,M
909,IG,0.2,M
909,IH,0.2,M
909,IP,0.1,M
909,IS,1.0,M
909,MU,0.5,M
909,PB,0.2,M
909,PU,0.2,M
909,SS,0.1,M
909,TO,0.05,M
910,BB,0.1,M
910,BU,1.25,M
910,BZ,0.1,M
910,CE,0.5,M
910,CO,0.5,M
910,CR,3.0,M
910,GB,0.2,M
910,GR,0.05,M
910,HZ,0.2,M
910,IG,0.2,M
910,IH,0.2,M
910,IP,0.1,M
910,IS,1.0,M
910,MU,0.5,M
910,PB,0.2,M
910,PC,0.2,M
910,PE,0.1,M
910,PO,1.0,M
910,PU,0.2,M
910,SS,0.1,M
910,SY,0.2,M
910,TO,0.05,M
911,BB,0.1,M
911,BZ,0.1,M
911,CO,0.5,M
911,GB,0.2,M
911,GR,0.05,M
911,IG,0.2,M
911,IH,0.2,M
911,IS,1.0,M
911,PB,0.2,M
911,PE,0.1,M
911,PU,0.2,M
911,SS,0.1,M
911,SY,0.2,M
915,BB,1.0,M
915,BZ,1.0,M
915,IS,NT,M
915,PO,NT,M
915,PU,NT,M
915,TO,0.5,M
928,BU,NT,M
928,GB,0.05,M
928,IG,0.05,M
928,IH,NT,M
928,IP,NT,M
928,MU,NT,M
928,PB,0.1,M
928,SS,NT,M
928,TO,NT,M
930,BB,1.8,M
930,BU,1.0,M
930,BZ,1.8,M
930,CE,3.0,M
930,CO,0.05,M
930,CR,0.10,M
930,GB,0.6,M
930,GR,0.3,M
930,HZ,0.7,M
930,IG,0.6,M
930,IH,0.7,M
930,IP,0.9,M
930,IS,0.05,M
930,MU,0.05,M
930,PB,0.05,M
930,PC,0.7,M
930,PE,0.9,M
930,PO,0.05,M
930,PU,0.05,M
930,SS,0.4,M
930,SY,0.2,M
930,TO,0.3,M
930,WM,0.4,M
942,BU,NT,M
942,CR,NT,M
942,IP,NT,M
942,MU,NT,M
942,PO,NT,M
942,TO,NT,M
943,BB,NT,M
943,BZ,NT,M
943,CO,NT,M
943,CR,NT,M
943,GB,NT,M
943,IG,NT,M
943,IH,NT,M
943,IS,NT,M
943,PB,NT,M
943,PO,NT,M
943,PU,NT,M
943,SS,NT,M
943,SY,0.2,M
943,TO,NT,M
945,CR,7.0,M
945,GB,NT,M
945,IG,NT,M
945,IH,NT,M
945,PB,NT,M
945,PO,NT,M
945,SS,NT,M
945,TO,NT,M
946,GB,NT,M
946,IG,NT,M
946,IH,NT,M
946,PB,NT,M
946,SS,NT,M
947,BB,NT,M
947,BZ,NT,M
947,CE,NT,M
947,CO,NT,M
947,CR,NT,M
947,GB,NT,M
947,GR,NT,M
947,HZ,NT,M
947,IG,NT,M
947,IH,NT,M
947,IS,NT,M
947,PB,NT,M
947,PC,NT,M
947,PE,NT,M
947,PO,NT,M
947,PU,NT,M
947,SS,NT,M
947,TO,NT,M
947,WM,NT,M
948,BB,0.05,M
948,BZ,0.05,M
948,GB,0.08,M
948,GR,0.02,M
948,IG,0.08,M
948,IH,0.09,M
948,IS,0.01,M
948,PB,0.01,M
948,PE,0.02,M
948,PU,0.09,M
948,SS,0.01,M
950,BB,NT,M
950,BZ,NT,M
950,CE,NT,M
950,CR,NT,M
950,GB,NT,M
950,HZ,NT,M
950,IG,NT,M
950,IH,NT,M
950,IS,NT,M
950,PB,NT,M
950,PC,NT,M
950,PO,NT,M
950,PU,NT,M
950,SS,NT,M
950,TO,NT,M
951,BU,NT,M
951,CR,NT,M
951,GB,0.05,M
951,IG,0.05,M
951,IH,NT,M
951,IP,NT,M
951,MU,NT,M
951,PB,0.1,M
951,PO,0.2,M
951,SS,NT,M
951,SY,0.05,M
951,TO,NT,M
951,WM,NT,M
953,GB,NT,M
953,IG,NT,M
953,IH,NT,M
953,PB,NT,M
953,SS,NT,M
954,CE,NT,M
954,GB,NT,M
954,HZ,NT,M
954,IG,NT,M
954,IH,NT,M
954,PB,NT,M
954,PC,NT,M
954,SS,NT,M
954,SY,NT,M
956,CE,NT,M
956,CR,NT,M
956,GB,NT,M
956,HZ,NT,M
956,IG,NT,M
956,IH,NT,M
956,PB,NT,M
956,PC,NT,M
956,PO,NT,M
956,SS,NT,M
956,TO,NT,M
957,CO,5.0,M
957,SY,20.0,M
960,GB,NT,M
960,IG,NT,M
960,IH,NT,M
960,PB,NT,M
960,SS,NT,M
961,GB,NT,M
961,IG,NT,M
961,IH,NT,M
961,PB,NT,M
961,SS,NT,M
963,BU,NT,M
963,CR,NT,M
963,GB,NT,M
963,IG,NT,M
963,IH,NT,M
963,IP,NT,M
963,MU,NT,M
963,PB,NT,M
963,PO,NT,M
963,SS,NT,M
963,TO,NT,M
964,GB,NT,M
964,IG,NT,M
964,IH,NT,M
964,PB,NT,M
964,SS,NT,M
966,BU,NT,M
966,CR,NT,M
966,GB,0.05,M
966,IG,0.05,M
966,IH,NT,M
966,IP,NT,M
966,MU,NT,M
966,PB,0.1,M
966,PO,0.2,M
966,SS,NT,M
966,SY,0.05,M
966,TO,NT,M
966,WM,NT,M
967,BB,3.5,M
967,BU,0.10,M
967,BZ,3.5,M
967,CE,6.0,M
967,CO,0.05,M
967,CR,0.40,M
967,GB,4.0,M
967,GR,1.0,M
967,HZ,3.0,M
967,IG,4.0,M
967,IH,3.0,M
967,IP,0.6,M
967,IS,0.40,M
967,MU,NT,M
967,PB,0.45,M
967,PC,3.0,M
967,PE,0.6,M
967,PO,0.40,M
967,PU,3.0,M
967,SS,0.5,M
967,SY,3.5,M
967,TO,1.0,M
967,WM,0.5,M
A05,BB,0.01,M
A05,BU,0.01,M
A05,BZ,0.01,M
A05,CE,0.01,M
A05,CO,0.01,M
A05,CR,0.01,M
A05,GB,0.01,M
A05,HZ,NT,M
A05,IG,0.01,M
A05,IH,NT,M
A05,IP,NT,M
A05,IS,0.01,M
A05,MU,NT,M
A05,PB,0.01,M
A05,PC,NT,M
A05,PO,0.01,M
A05,PU,NT,M
A05,SS,0.01,M
A05,TO,0.01,M
A05,WM,0.01,M
A15,CO,0.01,M
A15,GB,NT,M
A15,IG,NT,M
A15,IH,NT,M
A15,PB,NT,M
A15,SS,NT,M
A15,WM,NT,M
A22,BB,NT,M
A22,BZ,NT,M
A22,CR,NT,M
A22,GB,NT,M
A22,IG,NT,M
A22,IH,NT,M
A22,IS,NT,M
A22,PB,0.01,M
A22,PO,NT,M
A22,PU,NT,M
A22,SS,NT,M
A22,SY,0.05,M
A22,TO,NT,M
A24,GB,NT,M
A24,IG,NT,M
A24,IH,NT,M
A24,PB,NT,M
A24,SS,NT,M
A30,BB,0.3,M
A30,BU,NT,M
A30,BZ,0.3,M
A30,CE,NT,M
A30,CR,NT,M
A30,GB,NT,M
A30,GR,1.0,M
A30,HZ,1.0,M
A30,IG,NT,M
A30,IH,1.0,M
A30,IP,NT,M
A30,IS,NT,M
A30,MU,NT,M
A30,PB,0.1,M
A30,PC,1.0,M
A30,PE,NT,M
A30,PO,NT,M
A30,PU,1.0,M
A30,SS,NT,M
A30,TO,NT,M
A30,WM,NT,M
A38,GB,0.01,M
A38,IG,0.01,M
A38,IH,NT,M
A38,PB,0.01,M
A38,SS,NT,M
A38,SY,0.01,M
A40,GB,NT,M
A40,IG,NT,M
A40,IH,NT,M
A40,PB,NT,M
A40,SS,NT,M
A43,CR,0.05,M
A43,GB,0.05,M
A43,IG,0.05,M
A43,IH,NT,M
A43,PB,0.05,M
A43,PO,0.05,M
A43,SS,0.05,M
A43,TO,0.05,M
A43,WM,0.05,M
A46,BU,NT,M
A46,CE,NT,M
A46,GB,NT,M
A46,HZ,NT,M
A46,IG,NT,M
A46,IH,NT,M
A46,IP,NT,M
A46,MU,NT,M
A46,PB,NT,M
A46,PC,NT,M
A46,SS,NT,M
A46,TO,NT,M
A47,BB,NT,M
A47,BZ,NT,M
A47,CE,10.0,M
A47,CR,0.1,M
A47,GB,NT,M
A47,HZ,NT,M
A47,IG,NT,M
A47,IH,NT,M
A47,IS,0.1,M
A47,PB,0.05,M
A47,PC,NT,M
A47,PO,0.1,M
A47,PU,NT,M
A47,SS,2.0,M
A47,SY,NT,M
A47,TO,2,M
A47,WM,2.0,M
A48,CE,NT,M
