PesticideCode,CommCode,EPA_TV,conc_units
A48,CR,NT,M
A48,GB,NT,M
A48,HZ,NT,M
A48,IG,NT,M
A48,IH,NT,M
A48,PB,NT,M
A48,PC,NT,M
A48,PO,NT,M
A48,SS,NT,M
A48,TO,NT,M
A53,GB,NT,M
A53,IG,NT,M
A53,IH,NT,M
A53,PB,NT,M
A53,SS,NT,M
A57,GB,NT,M
A57,IG,NT,M
A57,IH,NT,M
A57,PB,NT,M
A57,SS,NT,M
A58,BB,NT,M
A58,BU,0.1,M
A58,BZ,NT,M
A58,CE,NT,M
A58,CO,0.05,M
A58,CR,NT,M
A58,GB,0.1,M
A58,GR,6,M
A58,HZ,2,M
A58,IG,0.1,M
A58,IH,2,M
A58,IP,1,M
A58,IS,NT,M
A58,MU,NT,M
A58,PB,0.1,M
A58,PC,2,M
A58,PE,1,M
A58,PO,NT,M
A58,PU,1,M
A58,SS,0.4,M
A58,SY,0.08,M
A58,TO,1.3,M
A58,WM,0.4,M
A59,BU,NT,M
A59,GB,NT,M
A59,IG,NT,M
A59,IH,NT,M
A59,IP,NT,M
A59,MU,NT,M
A59,PB,NT,M
A59,SS,NT,M
A59,TO,NT,M
A60,CR,NT,M
A60,IH,NT,M
A60,PO,NT,M
A60,SS,NT,M
A60,TO,NT,M
A60,WM,NT,M
A61,BB,2.0,M
A61,BU,NT,M
A61,BZ,2.0,M
A61,CE,NT,M
A61,CR,NT,M
A61,GB,NT,M
A61,GR,2.5,M
A61,HZ,NT,M
A61,IG,NT,M
A61,IH,NT,M
A61,IP,0.50,M
A61,IS,NT,M
A61,MU,NT,M
A61,PB,NT,M
A61,PC,NT,M
A61,PE,0.50,M
A61,PO,NT,M
A61,PU,NT,M
A61,SS,0.5,M
A61,TO,1.5,M
A61,WM,0.5,M
A72,GB,NT,M
A72,IG,NT,M
A72,IH,NT,M
A72,PB,NT,M
A72,SS,NT,M
A82,BU,1.50,M
A82,CE,NT,M
A82,CO,0.02,M
A82,CR,NT,M
A82,GB,NT,M
A82,HZ,NT,M
A82,IG,NT,M
A82,IH,NT,M
A82,IP,NT,M
A82,MU,NT,M
A82,PB,NT,M
A82,PC,NT,M
A82,PO,0.03,M
A82,SS,NT,M
A82,TO,NT,M
A84,BB,NT,M
A84,BZ,NT,M
A84,GB,NT,M
A84,IG,NT,M
A84,IH,NT,M
A84,IS,NT,M
A84,PB,NT,M
A84,PU,NT,M
A84,SS,NT,M
A88,GB,NT,M
A88,IG,NT,M
A88,IH,NT,M
A88,PB,NT,M
A88,SS,NT,M
AAK,BU,NT,M
AAK,CE,NT,M
AAK,GB,NT,M
AAK,HZ,NT,M
AAK,IG,NT,M
AAK,IH,NT,M
AAK,IP,NT,M
AAK,MU,NT,M
AAK,PB,NT,M
AAK,PC,NT,M
AAK,SS,NT,M
AAK,TO,NT,M
AAU,GB,NT,M
AAU,IH,NT,M
AAU,PB,NT,M
AAU,SS,NT,M
AAU,SY,0.05,M
AAV,GB,NT,M
AAV,IG,NT,M
AAV,IH,NT,M
AAV,PB,NT,M
AAV,SS,NT,M
AAV,SY,0.01,M
AAY,CE,NT,M
AAY,CR,NT,M
AAY,GB,NT,M
AAY,GR,0.15,M
AAY,HZ,NT,M
AAY,IG,NT,M
AAY,IH,NT,M
AAY,PB,0.20,M
AAY,PC,NT,M
AAY,PE,NT,M
AAY,PO,0.15,M
AAY,SS,NT,M
AAY,TO,0.15,M
AAY,WM,0.15,M
AAZ,GB,NT,M
AAZ,IG,NT,M
AAZ,IH,NT,M
AAZ,PB,NT,M
AAZ,SS,NT,M
ABB,CE,8,M
ABB,CO,1.5,M
ABB,CR,0.10,M
ABB,GB,0.30,M
ABB,GR,0.50,M
ABB,HZ,0.20,M
ABB,IG,0.30,M
ABB,IH,0.20,M
ABB,IP,0.20,M
ABB,MU,0.02,M
ABB,PB,0.02,M
ABB,PC,0.20,M
ABB,PE,0.20,M
ABB,PO,0.10,M
ABB,SS,0.3,M
ABB,TO,0.40,M
ABC,BB,0.90,M
ABC,BZ,0.90,M
ABC,IH,0.20,M
ABC,IS,0.10,M
ABC,PU,0.20,M
ABC,SS,0.3,M
ABC,WM,0.3,M
ABD,IH,0.20,M
ABD,SS,0.3,M
ABD,WM,0.3,M
ABF,BU,NT,M
ABF,CE,0.6,M
ABF,CR,NT,M
ABF,GB,NT,M
ABF,HZ,NT,M
ABF,IG,NT,M
ABF,IH,NT,M
ABF,IP,NT,M
ABF,MU,NT,M
ABF,PB,NT,M
ABF,PC,NT,M
ABF,PO,0.02,M
ABF,SS,0.1,M
ABF,TO,0.2,M
ABG,BB,3.0,M
ABG,BZ,3.0,M
ABG,CE,2.0,M
ABG,CR,NT,M
ABG,GB,NT,M
ABG,GR,3.0,M
ABG,HZ,NT,M
ABG,IG,NT,M
ABG,IH,NT,M
ABG,IP,1.5,M
ABG,IS,0.015,M
ABG,MU,NT,M
ABG,PB,NT,M
ABG,PC,NT,M
ABG,PE,1.5,M
ABG,PO,NT,M
ABG,PU,NT,M
ABG,SS,NT,M
ABG,TO,1.0,M
ABR,GB,NT,M
ABR,IH,NT,M
ABR,PB,NT,M
ABR,SS,NT,M
ACC,SY,0.05,M
ACD,BB,NT,M
ACD,BZ,NT,M
ACD,IS,NT,M
ACD,PU,NT,M
ACD,SY,0.1,M
ACF,CR,0.2,M
ACF,PO,0.2,M
ACF,SS,0.2,M
ACF,TO,1,M
ACF,WM,0.2,M
ACH,SS,0.50,M
ACH,WM,0.50,M
ACI,GB,NT,M
ACI,IH,NT,M
ACI,PB,NT,M
ACI,SS,NT,M
ACM,IH,NT,M
ACM,SS,NT,M
ACM,WM,NT,M
ACP,GB,NT,M
ACP,IH,NT,M
ACP,PB,NT,M
ACP,SS,NT,M
ACS,GB,NT,M
ACS,IH,NT,M
ACS,PB,NT,M
ACS,SS,NT,M
ACS,SY,0.01,M
ACT,GB,NT,M
ACT,IG,NT,M
ACT,IH,NT,M
ACT,PB,NT,M
ACT,SS,NT,M
ACV,BU,EX,M
ACV,CR,EX,M
ACV,IP,EX,M
ACV,MU,EX,M
ACV,PO,EX,M
ACV,TO,EX,M
ACZ,SY,0.40,M
ADC,BB,1.0,M
ADC,BZ,1.0,M
ADC,CE,1.0,M
ADC,CO,1.0,M
ADC,CR,1.0,M
ADC,GB,1.0,M
ADC,GR,1.0,M
ADC,HZ,1.0,M
ADC,IG,1.0,M
ADC,IH,1.0,M
ADC,IS,1.0,M
ADC,PB,1.0,M
ADC,PC,1.0,M
ADC,PE,1.0,M
ADC,PO,1.0,M
ADC,PU,1.0,M
ADC,SS,1.0,M
ADC,SY,1.0,M
ADC,TO,1.0,M
ADD,BB,NT,M
ADD,BU,NT,M
ADD,BZ,NT,M
ADD,CE,NT,M
ADD,CO,0.01,M
ADD,CR,NT,M
ADD,GB,NT,M
ADD,HZ,NT,M
ADD,IG,NT,M
ADD,IH,NT,M
ADD,IP,NT,M
ADD,IS,0.01,M
ADD,MU,NT,M
ADD,PB,0.01,M
ADD,PC,NT,M
ADD,PO,0.01,M
ADD,PU,NT,M
ADD,SS,NT,M
ADD,SY,0.01,M
ADD,TO,NT,M
ADD,WM,NT,M
ADE,BB,1.0,M
ADE,BU,7.0,M
ADE,BZ,1.0,M
ADE,CE,0.05,M
ADE,CO,0.02,M
ADE,GR,0.05,M
ADE,HZ,3.0,M
ADE,IH,3.0,M
ADE,IP,1.0,M
ADE,IS,0.05,M
ADE,MU,0.05,M
ADE,PC,3.0,M
ADE,PE,1.0,M
ADE,PU,3.0,M
ADE,SS,0.5,M
ADE,SY,0.05,M
ADE,TO,0.5,M
ADE,WM,0.5,M
ADG,BB,1.5,M
ADG,BZ,1.5,M
ADG,CE,14,M
ADG,CR,NT,M
ADG,GB,0.9,M
ADG,GR,2,M
ADG,HZ,0.90,M
ADG,IG,0.9,M
ADG,IH,0.90,M
ADG,IS,0.01,M
ADG,PB,0.01,M
ADG,PC,0.90,M
ADG,PE,0.20,M
ADG,PO,0.01,M
ADG,PU,0.90,M
ADG,SS,0.60,M
ADG,SY,0.80,M
ADG,TO,0.50,M
ADG,WM,0.60,M
ADH,BB,NT,M
ADH,BZ,NT,M
ADH,CE,NT,M
ADH,CR,NT,M
ADH,GB,NT,M
ADH,GR,NT,M
ADH,HZ,NT,M
ADH,IG,NT,M
ADH,IH,NT,M
ADH,IS,NT,M
ADH,PB,NT,M
ADH,PC,NT,M
ADH,PE,NT,M
ADH,PO,NT,M
ADH,PU,NT,M
ADH,SS,NT,M
ADH,TO,NT,M
ADH,WM,NT,M
ADI,BB,5.0,M
ADI,BU,0.60,M
ADI,BZ,5.0,M
ADI,CO,5.0,M
ADI,CR,5.0,M
ADI,GB,5.0,M
ADI,GR,5.0,M
ADI,IG,5.0,M
ADI,IH,5.0,M
ADI,IP,5.0,M
ADI,IS,5.0,M
ADI,MU,5.0,M
ADI,PB,5.0,M
ADI,PE,5.0,M
ADI,PO,5.0,M
ADI,PU,5.0,M
ADI,SS,5.0,M
ADI,TO,5.0,M
ADI,WM,5.0,M
ADJ,GR,NT,M
ADJ,PE,0.02,M
ADK,BB,NT,M
ADK,BZ,NT,M
ADK,CE,NT,M
ADK,CO,NT,M
ADK,CR,NT,M
ADK,GB,NT,M
ADK,GR,NT,M
ADK,HZ,NT,M
ADK,IG,NT,M
ADK,IH,NT,M
ADK,IS,NT,M
ADK,PB,NT,M
ADK,PC,NT,M
ADK,PE,NT,M
ADK,PO,NT,M
ADK,PU,NT,M
ADK,SS,NT,M
ADK,SY,NT,M
ADK,TO,NT,M
ADK,WM,NT,M
ADL,CR,NT,M
ADL,PO,NT,M
ADL,TO,NT,M
ADP,GB,NT,M
ADP,IH,NT,M
ADP,PB,NT,M
ADP,SS,NT,M
ADR,CE,NT,M
ADR,CO,0.01,M
ADR,CR,NT,M
ADR,GB,NT,M
ADR,HZ,NT,M
ADR,IG,NT,M
ADR,IH,NT,M
ADR,PB,NT,M
ADR,PC,NT,M
ADR,PO,NT,M
ADR,SS,NT,M
ADR,TO,NT,M
ADR,WM,NT,M
ADS,GB,NT,M
ADS,IG,NT,M
ADS,IH,NT,M
ADS,PB,NT,M
ADS,SS,NT,M
AEC,BU,0.2,M
AEC,CR,0.2,M
AEC,GB,0.2,M
AEC,GR,0.2,M
AEC,IG,0.2,M
AEC,IH,0.2,M
AEC,IP,0.2,M
AEC,MU,0.2,M
AEC,PB,0.2,M
AEC,PE,0.2,M
AEC,PO,0.2,M
AEC,SS,0.2,M
AEC,TO,0.2,M
AEC,WM,0.2,M
AEG,CR,NT,M
AEG,GB,NT,M
AEG,IH,NT,M
AEG,PB,NT,M
AEG,PO,NT,M
AEG,SS,NT,M
AEG,TO,NT,M
AEG,WM,NT,M
AEH,CE,NT,M
AEH,GB,NT,M
AEH,GR,0.05,M
AEH,HZ,NT,M
AEH,IG,NT,M
AEH,IH,NT,M
AEH,PB,NT,M
AEH,PC,NT,M
AEH,PE,0.05,M
AEH,PO,0.05,M
AEH,SS,0.5,M
AEH,TO,0.05,M
AEH,WM,0.1,M
AEK,BB,3.0,M
AEK,BU,3.0,M
AEK,BZ,3.0,M
AEK,IP,3.0,M
AEK,IS,3.0,M
AEK,MU,3.0,M
AEK,PU,3.0,M
AEK,TO,3.0,M
AEL,BB,0.01,M
AEL,BU,10.0,M
AEL,BZ,0.01,M
AEL,CE,0.01,M
AEL,CR,0.01,M
AEL,GB,0.20,M
AEL,GR,0.01,M
AEL,HZ,0.50,M
AEL,IG,0.20,M
AEL,IH,0.50,M
AEL,IP,0.30,M
AEL,IS,0.02,M
AEL,MU,0.01,M
AEL,PB,0.05,M
AEL,PC,0.50,M
AEL,PE,0.30,M
AEL,PO,0.02,M
AEL,PU,0.50,M
AEL,SS,0.05,M
AEL,TO,0.20,M
AEL,WM,0.05,M
AEM,CO,0.05,M
AEM,SY,0.01,M
AEP,BB,0.30,M
AEP,BU,0.02,M
AEP,BZ,0.30,M
AEP,CE,4.0,M
AEP,CO,0.02,M
AEP,CR,0.8,M
AEP,GB,0.02,M
AEP,GR,0.60,M
AEP,HZ,0.80,M
AEP,IG,0.02,M
AEP,IH,0.80,M
AEP,IP,1.0,M
AEP,IS,0.3,M
AEP,MU,0.02,M
AEP,PB,0.05,M
AEP,PC,0.80,M
AEP,PE,1.0,M
AEP,PO,0.3,M
AEP,PU,0.5,M
AEP,SS,0.2,M
AEP,SY,0.02,M
AEP,TO,0.25,M
AEP,WM,0.2,M
AEQ,GB,NT,M
AEQ,IH,NT,M
AEQ,PB,NT,M
AEQ,SS,NT,M
AEQ,SY,0.10,M
AER,BU,0.05,M
AER,CE,0.60,M
AER,CR,1.0,M
AER,GB,3.5,M
AER,GR,NT,M
AER,HZ,0.20,M
AER,IH,0.20,M
AER,IP,0.20,M
AER,MU,NT,M
AER,PB,3.0,M
AER,PC,0.20,M
AER,PE,0.20,M
AER,PO,1.0,M
AER,SS,0.50,M
AER,SY,10.0,M
AER,TO,1.0,M
AER,WM,2.0,M
AES,BB,3.0,M
AES,BU,0.10,M
AES,BZ,3.0,M
AES,CE,25,M
AES,CO,0.05,M
AES,CR,0.90,M
AES,GB,1.5,M
AES,GR,1.0,M
AES,HZ,3.0,M
AES,IG,2,M
AES,IH,3.0,M
AES,IP,2.0,M
AES,IS,0.02,M
AES,MU,NT,M
AES,PB,0.02,M
AES,PC,3.0,M
AES,PE,2.0,M
AES,PO,0.02,M
AES,PU,0.30,M
AES,SS,0.3,M
AES,SY,1.0,M
AES,TO,2.0,M
AES,WM,0.3,M
AEV,BB,4.0,M
AEV,BZ,4.0,M
AEV,CO,0.5,M
AEV,CR,4.0,M
AEV,GB,15,M
AEV,GR,1.0,M
AEV,IG,15,M
AEV,IH,0.2,M
AEV,IS,4.0,M
AEV,PB,25,M
AEV,PE,0.2,M
AEV,PO,4.0,M
AEV,PU,NT,M
AEV,SS,4.0,M
AEV,SY,16,M
AEV,TO,4.0,M
AEV,WM,4.0,M
AEW,BB,NT,M
AEW,BU,0.06,M
AEW,BZ,NT,M
AEW,CR,NT,M
AEW,GB,NT,M
AEW,GR,2.5,M
AEW,IG,NT,M
AEW,IH,NT,M
AEW,IP,NT,M
AEW,IS,NT,M
AEW,MU,NT,M
AEW,PB,NT,M
AEW,PE,NT,M
AEW,PO,0.02,M
AEW,PU,NT,M
AEW,SS,0.30,M
AEW,TO,1.0,M
AEW,WM,0.30,M
AFF,BB,0.07,M
AFF,BU,NT,M
AFF,BZ,0.07,M
AFF,CE,0.02,M
AFF,CR,NT,M
AFF,GB,NT,M
AFF,GR,0.02,M
AFF,HZ,0.02,M
AFF,IG,NT,M
AFF,IH,0.02,M
AFF,IP,0.02,M
AFF,IS,0.02,M
AFF,MU,NT,M
AFF,PB,0.02,M
AFF,PC,0.02,M
AFF,PE,0.02,M
AFF,PO,0.02,M
AFF,PU,0.02,M
AFF,SS,0.03,M
AFF,TO,0.02,M
AFF,WM,0.03,M
AFK,CR,NT,M
AFM,BB,NT,M
AFM,BU,0.02,M
AFM,BZ,NT,M
AFM,CO,0.01,M
AFM,CR,NT,M
AFM,GB,NT,M
AFM,GR,1.5,M
AFM,IG,NT,M
AFM,IH,1.5,M
AFM,IP,0.40,M
AFM,IS,NT,M
AFM,MU,NT,M
AFM,PB,0.09,M
AFM,PE,0.40,M
AFM,PO,NT,M
AFM,PU,1.5,M
AFM,SS,0.30,M
AFM,SY,0.35,M
AFM,TO,1.0,M
AFM,WM,0.30,M
AFN,GB,NT,M
AFN,IG,NT,M
AFN,IH,NT,M
AFN,PB,NT,M
AFN,SS,NT,M
AFO,BB,0.2,M
AFO,BU,0.05,M
AFO,BZ,0.2,M
AFO,CE,5.0,M
AFO,CO,0.01,M
AFO,CR,0.01,M
AFO,GB,0.01,M
AFO,GR,0.9,M
AFO,HZ,2.0,M
AFO,IG,0.01,M
AFO,IH,2.0,M
AFO,IP,2.0,M
AFO,IS,0.05,M
AFO,MU,0.01,M
AFO,PB,0.01,M
AFO,PC,2.0,M
AFO,PE,2.0,M
AFO,PO,0.05,M
AFO,PU,2.0,M
AFO,SS,0.5,M
AFO,SY,0.01,M
AFO,TO,0.7,M
AFO,WM,0.5,M
AFS,BB,3,M
AFS,BU,0.015,M
AFS,BZ,3,M
AFS,CE,4,M
AFS,CO,0.02,M
AFS,CR,NT,M
AFS,GB,0.40,M
AFS,GR,1.0,M
AFS,HZ,2.0,M
AFS,IG,0.40,M
AFS,IH,2.0,M
AFS,IP,0.30,M
AFS,IS,0.10,M
AFS,MU,NT,M
AFS,PB,0.04,M
AFS,PC,2.0,M
AFS,PE,0.30,M
AFS,PO,0.10,M
AFS,PU,2.0,M
AFS,SS,0.4,M
AFS,SY,NT,M
AFS,TO,0.20,M
AFU,BB,NT,M
AFU,BZ,NT,M
AFU,CR,NT,M
AFU,IH,NT,M
AFU,IS,0.3,M
AFU,PO,0.3,M
AFU,PU,NT,M
AFU,SS,1.5,M
AFU,TO,4,M
AFU,WM,1.5,M
AFW,BU,0.25,M
AFW,IP,NT,M
AFW,MU,NT,M
AFW,TO,0.45,M
AFX,BB,7.0,M
AFX,BU,20,M
AFX,BZ,7.0,M
AFX,CE,0.01,M
AFX,CO,0.01,M
AFX,CR,0.05,M
AFX,GB,0.7,M
AFX,GR,0.01,M
AFX,HZ,1.9,M
AFX,IG,0.7,M
AFX,IH,1.9,M
AFX,IP,3.0,M
AFX,IS,0.05,M
AFX,MU,0.01,M
AFX,PB,0.01,M
AFX,PC,1.9,M
AFX,PE,3.0,M
AFX,PO,0.05,M
AFX,PU,1.9,M
AFX,SS,0.20,M
AFX,SY,0.07,M
AFX,TO,2,M
AFZ,GB,NT,M
AFZ,IG,NT,M
AFZ,IH,NT,M
AFZ,PB,NT,M
AFZ,PO,2.0,M
AFZ,SS,NT,M
AFZ,TO,NT,M
AGA,BU,NT,M
AGA,CR,0.09,M
AGA,GB,0.5,M
AGA,GR,1.5,M
AGA,IG,0.5,M
AGA,IH,NT,M
AGA,IP,NT,M
AGA,MU,NT,M
AGA,PB,NT,M
AGA,PE,NT,M
AGA,PO,0.02,M
AGA,SS,0.10,M
AGA,TO,0.9,M
AGA,WM,0.10,M
AGB,BB,NT,M
AGB,BZ,NT,M
AGB,CR,NT,M
AGB,GB,NT,M
AGB,GR,NT,M
AGB,IG,NT,M
AGB,IH,0.01,M
AGB,IS,0.02,M
AGB,PB,0.01,M
AGB,PE,0.01,M
AGB,PO,0.02,M
AGB,PU,0.01,M
AGB,SS,NT,M
AGB,TO,NT,M
AGE,CR,NT,M
AGE,GB,NT,M
AGE,GR,2.0,M
AGE,IG,NT,M
AGE,IH,NT,M
AGE,PB,NT,M
AGE,PE,NT,M
AGE,PO,NT,M
AGE,SS,NT,M
AGE,TO,1.0,M
AGE,WM,NT,M
AGF,GB,NT,M
AGF,GR,1.5,M
AGF,IG,NT,M
AGF,IH,NT,M
AGF,PB,NT,M
AGF,PE,NT,M
AGF,PO,NT,M
AGF,SS,NT,M
AGF,TO,0.5,M
AGG,BB,1.5,M
AGG,BU,0.05,M
AGG,BZ,1.5,M
AGG,CE,4.0,M
AGG,CR,0.60,M
AGG,GB,4.0,M
AGG,GR,3,M
AGG,HZ,0.60,M
AGG,IG,4.0,M
AGG,IH,0.60,M
AGG,IP,0.20,M
AGG,IS,0.20,M
AGG,MU,NT,M
AGG,PB,NT,M
AGG,PC,0.60,M
AGG,PE,0.20,M
AGG,PO,0.20,M
AGG,PU,0.60,M
AGG,SS,1.5,M
AGG,SY,NT,M
AGG,TO,0.4,M
AGG,WM,1.5,M
AGH,BB,NT,M
AGH,BU,0.003,M
AGH,BZ,NT,M
AGH,CE,0.1,M
AGH,GR,NT,M
AGH,HZ,NT,M
AGH,IS,NT,M
AGH,MU,NT,M
AGH,PC,NT,M
AGH,PE,0.02,M
AGH,PU,NT,M
AGH,TO,0.02,M
AGJ,BU,0.75,M
AGJ,CE,4.0,M
AGJ,CR,NT,M
AGJ,GB,NT,M
AGJ,HZ,NT,M
AGJ,IG,NT,M
AGJ,IH,NT,M
AGJ,IP,NT,M
AGJ,MU,NT,M
AGJ,PB,0.02,M
AGJ,PC,NT,M
AGJ,PO,0.010,M
AGJ,SS,0.50,M
AGJ,SY,0.05,M
AGJ,TO,1.0,M
AGJ,WM,1.5,M
AGK,CO,0.05,M
AGK,GB,NT,M
AGK,IG,NT,M
AGK,IH,NT,M
AGK,PB,NT,M
AGK,SS,NT,M
AGK,SY,0.80,M
AGL,CR,NT,M
AGL,GB,NT,M
AGL,IG,NT,M
AGL,IH,NT,M
AGL,PB,NT,M
AGL,PO,NT,M
AGL,SS,NT,M
AGL,TO,NT,M
AGL,WM,NT,M
AGM,CR,NT,M
AGM,GB,NT,M
AGM,IG,NT,M
AGM,IH,NT,M
AGM,PB,NT,M
AGM,PO,NT,M
AGM,SS,NT,M
AGM,TO,NT,M
AGM,WM,NT,M
AGP,CR,NT,M
AGP,GB,NT,M
AGP,GR,0.25,M
AGP,IG,NT,M
AGP,IH,NT,M
AGP,PB,NT,M
AGP,PE,NT,M
AGP,PO,NT,M
AGP,SS,NT,M
AGP,TO,0.45,M
AGT,BB,2.0,M
AGT,BZ,2.0,M
AGT,CE,6.0,M
AGT,CO,0.02,M
AGT,CR,NT,M
AGT,GB,0.80,M
AGT,HZ,NT,M
AGT,IG,0.80,M
AGT,IH,NT,M
AGT,IS,0.02,M
AGT,PB,NT,M
AGT,PC,NT,M
AGT,PO,0.02,M
AGT,PU,NT,M
AGT,SS,0.10,M
AGT,SY,0.02,M
AGT,TO,0.45,M
AGT,WM,0.10,M
AGU,CR,NT,M
AGU,PO,0.02,M
AGU,TO,0.45,M
AGW,BB,2.5,M
AGW,BU,0.1,M
AGW,BZ,2.5,M
AGW,CE,13,M
AGW,CO,0.04,M
AGW,CR,0.30,M
AGW,GB,2.0,M
AGW,GR,2.5,M
AGW,HZ,4.0,M
AGW,IG,2.0,M
AGW,IH,4.0,M
AGW,IP,1.2,M
AGW,IS,0.30,M
AGW,MU,NT,M
AGW,PB,0.06,M
AGW,PC,4.0,M
AGW,PE,1.2,M
AGW,PO,0.30,M
AGW,PU,4.0,M
AGW,SS,0.5,M
AGW,SY,2.0,M
AGW,TO,1.4,M
AGW,WM,0.5,M
AGX,BB,NT,M
AGX,BU,NT,M
AGX,BZ,NT,M
AGX,CE,20,M
AGX,CR,NT,M
AGX,GB,0.90,M
AGX,GR,1.4,M
AGX,HZ,NT,M
AGX,IG,0.90,M
AGX,IH,NT,M
AGX,IP,NT,M
AGX,IS,0.09,M
AGX,MU,NT,M
AGX,PB,NT,M
AGX,PC,NT,M
AGX,PE,NT,M
AGX,PO,0.09,M
AGX,PU,NT,M
AGX,SS,0.6,M
AGX,TO,1.0,M
AGX,WM,0.6,M
AGY,BB,0.90,M
AGY,BZ,0.90,M
AGY,CE,8,M
AGY,CR,0.10,M
AGY,GB,0.30,M
AGY,GR,0.50,M
AGY,HZ,0.30,M
AGY,IG,0.30,M
AGY,IH,0.30,M
AGY,IP,0.20,M
AGY,IS,0.10,M
AGY,MU,NT,M
AGY,PB,0.04,M
AGY,PC,0.30,M
AGY,PE,0.20,M
AGY,PO,0.10,M
AGY,PU,0.30,M
AGY,SS,0.30,M
AGY,TO,0.40,M
AHA,GB,NT,M
AHA,IG,NT,M
AHA,IH,NT,M
AHA,PB,NT,M
AHA,SS,NT,M
AHF,CR,0.40,M
AHF,GB,4.0,M
AHF,GR,1.0,M
AHF,IG,4.0,M
AHF,IH,3.0,M
AHF,PB,0.45,M
AHF,PE,0.6,M
AHF,PO,0.40,M
AHF,SS,0.5,M
AHF,TO,1.0,M
AHG,BB,NT,M
AHG,BZ,NT,M
AHG,GB,NT,M
AHG,GR,0.70,M
AHG,IG,NT,M
AHG,IH,NT,M
AHG,IP,0.50,M
AHG,IS,NT,M
AHG,MU,NT,M
AHG,PB,NT,M
AHG,PE,0.50,M
AHG,PU,NT,M
AHG,SS,NT,M
AHG,TO,NT,M
AHH,GB,NT,M
AHH,IG,NT,M
AHH,IH,NT,M
AHH,PB,NT,M
AHH,SS,NT,M
AHJ,SS,0.30,M
AHJ,SY,0.15,M
AHJ,WM,0.30,M
AHL,GB,NT,M
AHL,IH,NT,M
AHL,PB,NT,M
AHL,SS,NT,M
AHL,SY,6.0,M
AHM,BB,3.0,M
AHM,BU,0.01,M
AHM,BZ,3.0,M
AHM,CE,9.0,M
AHM,CR,0.15,M
AHM,GB,2.5,M
AHM,GR,1.3,M
AHM,HZ,4.5,M
AHM,IG,2.5,M
AHM,IH,4.5,M
AHM,IP,0.70,M
AHM,IS,0.60,M
AHM,MU,NT,M
AHM,PB,NT,M
AHM,PC,4.5,M
AHM,PE,0.70,M
AHM,PO,0.60,M
AHM,PU,4.5,M
AHM,SS,0.30,M
AHM,SY,5.0,M
AHM,TO,2.5,M
AHM,WM,0.30,M
AHN,BB,NT,M
AHN,BU,NT,M
AHN,BZ,NT,M
AHN,CR,NT,M
AHN,IH,NT,M
AHN,IP,NT,M
AHN,IS,NT,M
AHN,MU,NT,M
AHN,PO,NT,M
AHN,PU,NT,M
AHN,SS,NT,M
AHN,TO,NT,M
AHN,WM,NT,M
AHS,BB,1.5,M
AHS,BU,1.0,M
AHS,BZ,1.5,M
AHS,CO,0.03,M
AHS,CR,NT,M
AHS,GB,0.50,M
AHS,GR,1.4,M
AHS,IG,0.50,M
AHS,IH,1.6,M
AHS,IP,1.5,M
AHS,IS,NT,M
AHS,MU,NT,M
AHS,PB,0.02,M
AHS,PE,1.5,M
AHS,PO,NT,M
AHS,PU,1.6,M
AHS,SS,0.20,M
AHS,SY,0.25,M
AHS,TO,0.60,M
AHS,WM,0.20,M
AHT,BB,NT,M
AHT,BU,NT,M
AHT,BZ,NT,M
AHT,CE,25,M
AHT,CR,0.15,M
AHT,GB,0.90,M
AHT,GR,2.0,M
AHT,HZ,NT,M
AHT,IG,0.90,M
AHT,IH,NT,M
AHT,IP,NT,M
AHT,IS,0.09,M
AHT,MU,NT,M
AHT,PB,0.03 IN,M
AHT,PC,NT,M
AHT,PE,NT,M
AHT,PO,0.09,M
AHT,PU,NT,M
AHT,SS,0.50,M
AHT,TO,1.6,M
AHT,WM,0.50,M
AHU,CR,NT,M
AHU,GB,NT,M
AHU,IG,NT,M
AHU,IH,NT,M
AHU,PB,NT,M
AHU,SS,NT,M
AHU,WM,NT,M
AHV,CR,NT,M
AHV,PO,NT,M
AHV,TO,NT,M
AHW,CR,NT,M
AHW,PO,NT,M
AHW,TO,NT,M
AHX,CO,0.02,M
AHX,CR,NT,M
AHX,GB,NT,M
AHX,IG,NT,M
AHX,IH,0.2,M
AHX,PB,0.04,M
AHX,PO,0.04,M
AHX,SS,NT,M
AHX,SY,0.05,M
AHX,TO,NT,M
AHY,CR,NT,M
AHY,GB,0.01,M
AHY,IG,0.01,M
AHY,IH,NT,M
AHY,PB,0.01,M
AHY,PO,NT,M
AHY,SS,NT,M
AHY,SY,0.01,M
AHY,TO,NT,M
AHY,WM,NT,M
AHZ,BB,NT,M
AHZ,BZ,NT,M
AHZ,CE,NT,M
AHZ,CO,0.03,M
AHZ,GB,0.03,M
AHZ,GR,0.03,M
AHZ,HZ,0.03,M
AHZ,IH,0.03,M
AHZ,IP,0.03,M
AHZ,IS,NT,M
AHZ,MU,NT,M
AHZ,PB,NT,M
AHZ,PC,0.03,M
AHZ,PE,0.03,M
AHZ,PU,0.03,M
AHZ,SS,NT,M
AHZ,SY,0.10,M
AHZ,TO,NT,M
AHZ,WM,NT,M
AJA,CO,0.01,M
AJA,GR,NT,M
AJA,IH,0.01,M
AJA,PE,0.01,M
AJA,PO,NT,M
AJA,SS,NT,M
AJA,TO,NT,M
AJA,WM,NT,M
AJF,CE,NT,M
